Feedback id,Feedback 1,Feedback 2,URL
3666018,,"{""description"":""""}",https://seller.shopee.sg/edu/article/18734/flash-deals-campaigns?utm_medium=notification&utm_source=appar&__dsrn__=1
3664613,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/9625/minimum-purchase-quantity
3663038,,"{""description"":""Why should I be subject to this when the seller break his promise? ""}",https://seller.shopee.sg/edu/article/11695/chat-violations
3662733,,"{""description"":""""}",https://seller.shopee.sg/edu/article/20159/Change-of-Mind-Seller-Shipping-Fee-Subsidy
3662732,,"{""description"":""""}",https://seller.shopee.sg/edu/article/15877/actual-estimated-shipping-fee-charge-difference
3662731,,"{""description"":""""}",https://seller.shopee.sg/edu/article/19734/Who-will-bear-the-forward-and-return-shipping-fee-for-returned-refunded-orders
3662730,,"{""description"":""""}",https://seller.shopee.sg/edu/article/1104/shipping-fee-rates-shopee-supported-logistics
3662723,,"{""description"":""""}",https://seller.shopee.sg/edu/article/18843
3662721,,"{""description"":""""}",https://seller.shopee.sg/edu/article/20646/Fulfilment-Best-Practices
3662643,,"{""description"":""""}",https://seller.shopee.sg/edu/article/20429
3662642,,"{""description"":""""}",https://seller.shopee.sg/edu/article/22278
3662641,,"{""description"":""""}",https://seller.shopee.sg/edu/article/22848
3662634,,"{""description"":""""}",https://seller.shopee.sg/edu/article/7029/about-mass-update
3662629,,"{""description"":""""}",https://seller.shopee.sg/edu/article/6577
3662602,,"{""description"":""""}",https://seller.shopee.sg/edu/article/17318/product-images-3-4-ratio
3662596,,"{""description"":""""}",https://seller.shopee.sg/edu/article/6959
3662595,,"{""description"":""""}",https://seller.shopee.sg/edu/article/8065
3662570,,"{""description"":""""}",https://seller.shopee.sg/edu/article/17237
3662566,,"{""description"":""""}",https://seller.shopee.sg/edu/article/6838/about-mass-processing-orders
3662565,,"{""description"":""""}",https://seller.shopee.sg/edu/article/6822
3662562,,"{""description"":""""}",https://seller.shopee.sg/edu/article/6860/about-order-cancellations
3662561,,"{""description"":""""}",https://seller.shopee.sg/edu/article/10047
3662560,,"{""description"":""""}",https://seller.shopee.sg/edu/article/13975/updating-order-status
3662559,,"{""description"":""""}",https://seller.shopee.sg/edu/article/14002/view-order-history
3662558,,"{""description"":""""}",https://seller.shopee.sg/edu/article/15375/fulfilling-first-order-faq
3662557,,"{""description"":""""}",https://seller.shopee.sg/edu/article/19066
3662553,,"{""description"":""""}",https://seller.shopee.sg/edu/article/11161
3662552,,"{""description"":""""}",https://seller.shopee.sg/edu/article/14478
3662550,,"{""description"":""""}",https://seller.shopee.sg/edu/article/14912
3662549,,"{""description"":""""}",https://seller.shopee.sg/edu/article/15423
3662548,,"{""description"":""""}",https://seller.shopee.sg/edu/article/19668
3662547,,"{""description"":""""}",https://seller.shopee.sg/edu/article/20053/Platform-Change-of-Mind-Policy-and-Forward-or-Return-Seller-Shipping-Fee-Revisions
3662544,,"{""description"":""""}",https://seller.shopee.sg/edu/article/22509
3662543,,"{""description"":""""}",https://seller.shopee.sg/edu/article/22773
3662542,,"{""description"":""""}",https://seller.shopee.sg/edu/article/23892
3662541,,"{""description"":""""}",https://seller.shopee.sg/edu/article/23980
3662540,,"{""description"":""""}",https://seller.shopee.sg/edu/article/750
3662538,,"{""description"":""""}",https://seller.shopee.sg/edu/article/8495/damaged-goods-policy
3662524,,"{""description"":""""}",https://seller.shopee.sg/edu/article/9733
3662451,,"{""description"":""""}",https://seller.shopee.sg/edu/article/15593/marketing-tools-faq
3662373,,"{""description"":""""}",https://seller.shopee.sg/edu/article/13107/seller-fees
3662366,,"{""description"":""""}",https://seller.shopee.sg/edu/article/25/preferred-seller-programme
3662227,,"{""description"":""""}",https://seller.shopee.sg/edu/article/710
3662225,,"{""description"":""""}",https://seller.shopee.sg/edu/article/6830/Managing-transactions-with-Seller-Balance
3662223,,"{""description"":""""}",https://seller.shopee.sg/edu/article/711/Adding-your-bank-account-for-withdrawal-
3660667,,"{""description"":""""}",https://seller.shopee.sg/edu/article/18734/flash-deals-campaigns?utm_medium=notification&utm_source=appar&__dsrn__=1
3660465,I didn't find any useful information.,"{""description"":""The response to form is not satisfactory ""}",https://seller.shopee.sg/edu/article/20671?utm_medium=notification&utm_source=appar&__dsrn__=1
3659554,,"{""description"":""""}",https://seller.shopee.sg/edu/article/23765?utm_medium=notification&utm_source=appar&__dsrn__=1
3659134,,"{""description"":""only increase in fees with no value add""}",https://seller.shopee.sg/edu/article/23980
3659110,,"{""description"":""""}",https://seller.shopee.sg/edu/article/18734/flash-deals-campaigns?utm_medium=notification&utm_source=appar&__dsrn__=1
3659070,I didn't find any useful information.,"{""description"":""Is there other guidelines for frozen products?""}",https://seller.shopee.sg/edu/article/17237
3658324,,"{""description"":""""}",https://seller.shopee.sg/edu/article/18734/flash-deals-campaigns?utm_medium=notification&utm_source=appar&__dsrn__=1
3657614,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/18734/flash-deals-campaigns?utm_medium=notification&utm_source=appar&__dsrn__=1
3657335,,"{""description"":""""}",https://seller.shopee.sg/edu/article/17318/product-images-3-4-ratio
3657057,I didn't find any useful information.|The lessons were too difficult.,"{""description"":""""}",https://seller.shopee.sg/edu/article/23980
3656503,,"{""description"":""""}",https://seller.shopee.sg/edu/article/18734/flash-deals-campaigns?utm_medium=notification&utm_source=appar&__dsrn__=1
3656481,,"{""description"":""""}",https://seller.shopee.sg/edu/article/7028/about-mass-upload
3656409,,"{""description"":""""}",https://seller.shopee.sg/edu/article/17155
3656060,,"{""description"":""""}",https://seller.shopee.sg/edu/article/20715
3656053,,"{""description"":""""}",https://seller.shopee.sg/edu/article/17155
3656052,,"{""description"":""""}",https://seller.shopee.sg/edu/article/17223
3656051,,"{""description"":""""}",https://seller.shopee.sg/edu/article/17224
3656050,,"{""description"":""""}",https://seller.shopee.sg/edu/article/17794/price-teaser
3656049,,"{""description"":""""}",https://seller.shopee.sg/edu/article/17821/shop-campaign-page
3656048,,"{""description"":""""}",https://seller.shopee.sg/edu/article/18308
3656022,,"{""description"":""""}",https://seller.shopee.sg/edu/article/18734/flash-deals-campaigns?utm_medium=notification&utm_source=appar&__dsrn__=1
3656003,,"{""description"":""""}",https://seller.shopee.sg/edu/article/18734/flash-deals-campaigns?utm_medium=notification&utm_source=appar&__dsrn__=1
3655486,,"{""description"":""""}",https://seller.shopee.sg/edu/article/50/understanding-chat-response
3655332,,"{""description"":""""}",https://seller.shopee.sg/edu/article/18997/shop-information
3654925,,"{""description"":""""}",https://seller.shopee.sg/edu/article/71/about-shopee-supported-logistics?utm_medium=notification&utm_source=appar&__dsrn__=1
3654410,,"{""description"":""""}",https://seller.shopee.sg/edu/article/18734/flash-deals-campaigns?utm_medium=notification&utm_source=appar&__dsrn__=1
3654186,,"{""description"":""""}",https://seller.shopee.sg/edu/article/2325
3654149,,"{""description"":""""}",https://seller.shopee.sg/edu/article/17155
3654148,,"{""description"":""""}",https://seller.shopee.sg/edu/article/17223
3654147,,"{""description"":""""}",https://seller.shopee.sg/edu/article/17224
3654146,,"{""description"":""""}",https://seller.shopee.sg/edu/article/17794/price-teaser
3654145,,"{""description"":""""}",https://seller.shopee.sg/edu/article/17821/shop-campaign-page
3654144,,"{""description"":""""}",https://seller.shopee.sg/edu/article/18308
3654143,,"{""description"":""""}",https://seller.shopee.sg/edu/article/18734/flash-deals-campaigns?utm_medium=notification&utm_source=appar&__dsrn__=1
3653374,,"{""description"":""""}",https://seller.shopee.sg/edu/article/18734/flash-deals-campaigns?utm_medium=notification&utm_source=appar&__dsrn__=1
3653256,,"{""description"":""""}",https://seller.shopee.sg/edu/article/20646/Fulfilment-Best-Practices
3653249,,"{""description"":""Link for shopee collection point turned into campaigns for seller?""}",https://seller.shopee.sg/edu/article/18734/flash-deals-campaigns?utm_medium=notification&utm_source=appar&__dsrn__=1
3653191,,"{""description"":""""}",https://seller.shopee.sg/edu/article/18734/flash-deals-campaigns?utm_medium=notification&utm_source=appar&__dsrn__=1
3653161,,"{""description"":""""}",https://seller.shopee.sg/edu/article/11695/chat-violations
3653155,,"{""description"":""""}",https://seller.shopee.sg/edu/article/19403/order-packaging
3653151,,"{""description"":""""}",https://seller.shopee.sg/edu/article/7039
3653092,,"{""description"":""""}",https://seller.shopee.sg/edu/article/25/preferred-seller-programme
3652887,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/14544/fulfilled-by-shopee
3652727,,"{""description"":""Very misleading article on how coin cashback programme save a lot of money on shipping fees for items that are above 1kg. There is no much difference.""}",https://seller.shopee.sg/edu/article/1104/shipping-fee-rates-shopee-supported-logistics
3652588,,"{""description"":""It create more stress for the sellers.""}",https://seller.shopee.sg/edu/article/23980
3652491,,"{""description"":""""}",https://seller.shopee.sg/edu/article/23980
3652042,,"{""description"":""""}",https://seller.shopee.sg/edu/article/2760/Fulfilment-policy-for-use-of-non-integrated-channels
3647989,,"{""description"":""""}",https://seller.shopee.sg/edu/article/23634
3645196,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/805
3643415,,"{""description"":""""}",https://seller.shopee.sg/edu/article/50/understanding-chat-response
3642835,,"{""description"":""""}",https://seller.shopee.sg/edu/article/23634?utm_medium=notification&utm_source=webar
3642777,,"{""description"":""""}",https://seller.shopee.sg/edu/article/14544/fulfilled-by-shopee
3640675,,"{""description"":""""}",https://seller.shopee.sg/edu/article/11695/chat-violations
3640605,,"{""description"":""Cant find the suited category for my product:\n\nHome & Living > Tools, DIY & Outdoors > Hand Tool""}",https://seller.shopee.sg/edu/article/6806
3640560,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/12348/return-refund-dispute-
3640394,,"{""description"":""SPX service just sucks, and we don't wanna use SPX""}",https://seller.shopee.sg/edu/article/9326?utm_medium=notification&utm_source=webar
3639955,There were broken links.,"{""description"":""signup button for cashback is missing from campaign page, even when cleared cache""}",https://seller.shopee.sg/edu/article/7083/about-coins-cashback-programme
3637295,,"{""description"":""""}",https://seller.shopee.sg/edu/article/23634
3636250,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/6858/shopee-listing-violation-policy
3636143,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/6824/shopee-fulfilment-policy
3636141,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/13975/updating-order-status
3636082,,"{""description"":""when i click my balance in my income, error code 241802000 pops out. i cannot make withdrawer. please advise""}",https://seller.shopee.sg/edu/article/44/Shopees-income-withdrawal-process
3635881,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/19142
3635200,,"{""description"":""""}",https://seller.shopee.sg/edu/article/11695/chat-violations
3633319,,"{""description"":""""}",https://seller.shopee.sg/edu/article/2610/become-preferred-seller
3632433,,"{""description"":""""}",https://seller.shopee.sg/edu/article/1643/use-other-shipping-channels
3630451,,"{""description"":""""}",https://seller.shopee.sg/edu/article/19689
3628969,I didn't find any useful information.,"{""description"":""NDD is bad on us preferred sellers who do not work on Saturdays. Its a lose situation, no customers getting order = no profit for shopee and seller""}",https://seller.shopee.sg/edu/article/20671
3628604,,"{""description"":""""}",https://seller.shopee.sg/edu/article/91
3628568,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/6834/shipping-fee-promotion
3628538,I didn't find any useful information.,"{""description"":""i want to ban all voucher ""}",https://seller.shopee.sg/edu/article/7077/about-voucher-campaign
3628491,,"{""description"":""""}",https://seller.shopee.sg/edu/article/23471
3628436,,"{""description"":""""}",https://seller.shopee.sg/edu/article/2760/Fulfilment-policy-for-use-of-non-integrated-channels
3628435,,"{""description"":""""}",https://seller.shopee.sg/edu/article/6844
3628434,,"{""description"":""""}",https://seller.shopee.sg/edu/article/6824/shopee-fulfilment-policy
3628433,,"{""description"":""""}",https://seller.shopee.sg/edu/article/15649/Pick-up-Service-Criteria-for-Standard-Delivery-Channel
3628432,,"{""description"":""""}",https://seller.shopee.sg/edu/article/15775/shopee-fulfilment-policy-faq
3628431,,"{""description"":""""}",https://seller.shopee.sg/edu/article/15776/seller-fault-non-fulfilled-orders
3628430,,"{""description"":""""}",https://seller.shopee.sg/edu/article/17401/non-integrated-logistics-faq
3628429,,"{""description"":""""}",https://seller.shopee.sg/edu/article/18817/store-pick-up
3628428,,"{""description"":""""}",https://seller.shopee.sg/edu/article/21757/Non-integrated-Channel-Fulfilment-Policy-and--Penalty-Points
3628427,,"{""description"":""""}",https://seller.shopee.sg/edu/article/43/calculate-late-shipment-rate-LSR
3628398,,"{""description"":""""}",https://seller.shopee.sg/edu/article/1378
3628397,,"{""description"":""""}",https://seller.shopee.sg/edu/article/6441/preparation-time
3628396,,"{""description"":""""}",https://seller.shopee.sg/edu/article/6823
3628395,,"{""description"":""""}",https://seller.shopee.sg/edu/article/8241/cannot-generate-tracking-number
3628394,,"{""description"":""""}",https://seller.shopee.sg/edu/article/13977/printing-airway-bills
3628393,,"{""description"":""""}",https://seller.shopee.sg/edu/article/14232/updating-tracking-number-for-multiple-orders
3628392,,"{""description"":""""}",https://seller.shopee.sg/edu/article/14449
3628391,,"{""description"":""""}",https://seller.shopee.sg/edu/article/15367/thermal-printing
3628390,,"{""description"":""""}",https://seller.shopee.sg/edu/article/15368/thermal-printing-faq
3628389,,"{""description"":""""}",https://seller.shopee.sg/edu/article/15376/attach-air-waybill
3628388,,"{""description"":""""}",https://seller.shopee.sg/edu/article/15761/track-shipment
3628387,,"{""description"":""""}",https://seller.shopee.sg/edu/article/15846/arrange-shipment-vs-ship-order
3628386,,"{""description"":""""}",https://seller.shopee.sg/edu/article/15847/shipping-deadline-faq
3628382,,"{""description"":""""}",https://seller.shopee.sg/edu/article/6841
3628381,,"{""description"":""""}",https://seller.shopee.sg/edu/article/6890
3628380,,"{""description"":""""}",https://seller.shopee.sg/edu/article/6858/shopee-listing-violation-policy
3628379,,"{""description"":""""}",https://seller.shopee.sg/edu/article/11159
3628376,,"{""description"":""""}",https://seller.shopee.sg/edu/article/12067
3628375,,"{""description"":""""}",https://seller.shopee.sg/edu/article/14444/listing-delist-ban-delete
3628374,,"{""description"":""""}",https://seller.shopee.sg/edu/article/14483/improper-shop-name-faqs
3628371,,"{""description"":""""}",https://seller.shopee.sg/edu/article/15183
3628370,,"{""description"":""""}",https://seller.shopee.sg/edu/article/15641/listing-violation-faq
3628369,,"{""description"":""""}",https://seller.shopee.sg/edu/article/15645/resolve-ban-listing
3628368,,"{""description"":""""}",https://seller.shopee.sg/edu/article/15736/compare-listing-purchase-limits
3628367,,"{""description"":""""}",https://seller.shopee.sg/edu/article/15737/appeal-listing-limit
3628365,,"{""description"":""""}",https://seller.shopee.sg/edu/article/15778/pre-order-listings-faq
3627099,,"{""description"":""""}",https://seller.shopee.sg/edu/article/22311
3626384,,"{""description"":""""}",https://seller.shopee.sg/edu/article/19686
3626207,,"{""description"":""""}",https://seller.shopee.sg/edu/article/71/about-shopee-supported-logistics?utm_medium=notification&utm_source=appar&__dsrn__=1
3626127,,"{""description"":""""}",https://seller.shopee.sg/edu/article/13107/seller-fees
3625881,,"{""description"":""""}",https://seller.shopee.sg/edu/article/23794
3624638,,"{""description"":""""}",https://seller.shopee.sg/edu/article/13977/printing-airway-bills
3624570,,"{""description"":""""}",https://seller.shopee.sg/edu/article/14483/improper-shop-name-faqs
3624465,,"{""description"":""""}",https://seller.shopee.sg/edu/article/11695/chat-violations
3624089,I didn't find any useful information.,"{""description"":""Our operation hous is less than 8 hours, how to complete""}",https://seller.shopee.sg/edu/article/23794
3624071,,"{""description"":""""}",https://seller.shopee.sg/edu/article/14168/why-sell-on-shopee
3623616,The lessons were too difficult.,"{""description"":""""}",https://seller.shopee.sg/edu/article/11695/chat-violations
3620743,,"{""description"":""""}",https://seller.shopee.sg/edu/article/25/preferred-seller-programme
3620167,I didn't find any useful information.,"{""description"":""there's wasnt any pricing for Ninja van ""}",https://seller.shopee.sg/edu/article/1104/shipping-fee-rates-shopee-supported-logistics
3619939,,"{""description"":""dont have the pick up operating hours tab ""}",https://seller.shopee.sg/edu/article/23794?utm_medium=notification&utm_source=webar
3617644,,"{""description"":""""}",https://seller.shopee.sg/edu/article/11695/chat-violations
3617030,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/19142
3615556,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/13976/unsuccessful-pickup-
3615076,,"{""description"":""""}",https://seller.shopee.sg/edu/article/8065
3614911,,"{""description"":""""}",https://seller.shopee.sg/edu/article/23634
3613810,,"{""description"":""""}",https://seller.shopee.sg/edu/article/6887/using-vacation-mode
3612908,,"{""description"":""""}",https://seller.shopee.sg/edu/article/23876/Shopee-Video-Auto-Sync-
3611926,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/11987
3611314,I didn't find any useful information.,"{""description"":""BULLSHIT. A BOOK WAS SO OBVIOUSLY PHOTOCOPIED. ANY IDIOT KNOWS THIS IS ILLEGAL. YET YOU NEED PROOF OF COPYRIGHT WHICH BUYERS WON'T HAVE!?""}",https://seller.shopee.sg/edu/article/15140/brand-ip-portal?csFillToken=eeb3675e-d2da-4f4e-a9e2-6f7a0dff5e13
3609686,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/11/enable-vacation-mode
3608627,I didn't find any useful information.,"{""description"":""We do not have video posting""}",https://seller.shopee.sg/edu/article/23876/Shopee-Video-Auto-Sync-
3608566,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/20605/Sunday-pick-up-application-SPX
3608285,,"{""description"":""""}",https://seller.shopee.sg/edu/article/20157/Weekend-Seller-Incentives?utm_medium=notification&utm_source=appar&__dsrn__=1
3606760,,"{""description"":""What is wrong to ask the seller why my order was not shipped out for 5 days? ""}",https://seller.shopee.sg/edu/article/11695/chat-violations
3606674,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/11695/chat-violations
3605509,I didn't find any useful information.,"{""description"":""hi. i cannot make withdraw because when i click on \""my balance\"" in my income this error code pops up 241802000. can you please check?""}",https://seller.shopee.sg/edu/article/711/Adding-your-bank-account-for-withdrawal-
3605401,I didn't find any useful information.,"{""description"":""Didn't mention about the problem which happened a few times. \""Sorry, no valid pickup days now. Please contact Shopee Customer Service for more help.\""""}",https://seller.shopee.sg/edu/article/6822
3605171,,"{""description"":""""}",https://seller.shopee.sg/edu/article/15862
3603794,,"{""description"":""""}",https://seller.shopee.sg/edu/article/11695/chat-violations
3603614,I didn't find any useful information.,"{""description"":""It's actually very difficult as seller to work on Saturday. As usual working hours is Monday to Friday ""}",https://seller.shopee.sg/edu/article/19689
3600641,,"{""description"":""Chat response rate as per mentioned above is hard to reach. the sellers has auto msg sent whenever we respond to it, it is never ending! We don’t camp""}",https://seller.shopee.sg/edu/article/50/understanding-chat-response
3599782,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/19689
3599436,The lessons were too difficult.,"{""description"":""""}",https://seller.shopee.sg/edu/article/20156/Saturday-as-a-regular-operating-day
3597877,,"{""description"":""""}",https://seller.shopee.sg/edu/article/52/bundle-deal
3597762,,"{""description"":""""}",https://seller.shopee.sg/edu/article/23634?utm_medium=notification&utm_source=appar&__dsrn__=1
3597639,,"{""description"":""""}",https://seller.shopee.sg/edu/article/948?previousPage=other%20articles
3595638,,"{""description"":""""}",https://seller.shopee.sg/edu/article/18430
3595631,,"{""description"":""""}",https://seller.shopee.sg/edu/article/1643/use-other-shipping-channels
3595241,,"{""description"":""""}",https://seller.shopee.sg/edu/article/6887/using-vacation-mode
3594261,,"{""description"":""""}",https://seller.shopee.sg/edu/article/16915/shopee-official-channels
3592689,,"{""description"":""""}",https://seller.shopee.sg/edu/article/19689
3591610,,"{""description"":""""}",https://seller.shopee.sg/edu/article/21809
3591401,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/19689
3591321,,"{""description"":""""}",https://seller.shopee.sg/edu/article/2554
3591230,,"{""description"":""""}",https://seller.shopee.sg/edu/article/15649/Pick-up-Service-Criteria-for-Standard-Delivery-Channel
3591134,,"{""description"":""""}",https://seller.shopee.sg/edu/article/2610/become-preferred-seller
3589242,,"{""description"":""""}",https://seller.shopee.sg/edu/article/20671?utm_medium=notification&utm_source=appar&__dsrn__=1
3588436,The lessons were too difficult.|Images/gifs did not load.|There were broken links.|I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/19142
3587426,,"{""description"":""""}",https://seller.shopee.sg/edu/article/17318/product-images-3-4-ratio
3587225,,"{""description"":""can't find the settling of MOQ""}",https://seller.shopee.sg/edu/article/9625/minimum-purchase-quantity
3587012,,"{""description"":""""}",https://seller.shopee.sg/edu/article/20671
3586899,,"{""description"":""""}",https://seller.shopee.sg/edu/article/710
3586874,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/805
3586631,,"{""description"":""""}",https://seller.shopee.sg/edu/article/711/Adding-your-bank-account-for-withdrawal-
3586629,,"{""description"":""""}",https://seller.shopee.sg/edu/article/161
3586372,,"{""description"":""""}",https://seller.shopee.sg/edu/article/23689
3586360,,"{""description"":""""}",https://seller.shopee.sg/edu/article/23634
3582869,,"{""description"":""""}",https://seller.shopee.sg/edu/article/23471?utm_medium=notification&utm_source=appar&__dsrn__=1
3582771,,"{""description"":""""}",https://seller.shopee.sg/edu/article/20859/DTS-Update-NDD-Listing-Criteria-July-2024
3582490,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/23746/2025-Campaign-Nomination
3582068,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/6577
3581146,,"{""description"":""""}",https://seller.shopee.sg/edu/article/21795
3581144,,"{""description"":""""}",https://seller.shopee.sg/edu/article/21808
3579622,The lessons were too difficult.|I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/15140/brand-ip-portal
3577876,,"{""description"":""""}",https://seller.shopee.sg/edu/article/18126/shopee-adxpress
3577623,,"{""description"":""""}",https://seller.shopee.sg/edu/article/2554
3577616,,"{""description"":""""}",https://seller.shopee.sg/edu/article/15649/Pick-up-Service-Criteria-for-Standard-Delivery-Channel
3577391,,"{""description"":""""}",https://seller.shopee.sg/edu/article/2554
3577362,Images/gifs did not load.,"{""description"":""""}",https://seller.shopee.sg/edu/article/23895
3577258,I didn't find any useful information.|The lessons were too difficult.,"{""description"":""try to do discount. yet totally different. cancel all discount. ""}",https://seller.shopee.sg/edu/article/6867
3575731,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/2760/Fulfilment-policy-for-use-of-non-integrated-channels
3573254,,"{""description"":""""}",https://seller.shopee.sg/edu/article/6822
3571134,,"{""description"":""It takes too long to get in touch with seller support.\n""}",https://seller.shopee.sg/edu/article/15999/contact-shopee-customer-service
3571007,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/2389
3569525,I didn't find any useful information.,"{""description"":""The team should think along the purchase amount & not by product category for benefit to everyone, be it Shopee, Seller & customer. Thabk you ""}",https://seller.shopee.sg/edu/article/23634?utm_medium=notification&utm_source=appar&__dsrn__=1
3568872,,"{""description"":""""}",https://seller.shopee.sg/edu/article/3803
3564987,,"{""description"":""""}",https://seller.shopee.sg/edu/article/19689
3564541,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/15999/contact-shopee-customer-service
3561435,,"{""description"":""""}",https://seller.shopee.sg/edu/article/14168/why-sell-on-shopee
3561425,,"{""description"":""""}",https://seller.shopee.sg/edu/article/1404
3561371,The lessons were too difficult.,"{""description"":""""}",https://seller.shopee.sg/edu/article/19689?utm_medium=notification&utm_source=appar&__dsrn__=1
3561342,,"{""description"":""""}",https://seller.shopee.sg/edu/article/23381/Penalty-Appeals-FAQ
3557953,I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/20692/chat-broadcast-custom-message-customer-group
3556372,,"{""description"":""""}",https://seller.shopee.sg/edu/article/2554
3556221,,"{""description"":""""}",https://seller.shopee.sg/edu/article/17318/product-images-3-4-ratio
3555151,,"{""description"":""""}",https://seller.shopee.sg/edu/article/23657?utm_medium=notification&utm_source=appar&__dsrn__=1
3554454,The lessons were too difficult.|Images/gifs did not load.|There were broken links.|I didn't find any useful information.,"{""description"":""""}",https://seller.shopee.sg/edu/article/19142
3554450,,"{""description"":""""}",https://seller.shopee.sg/edu/article/6824/shopee-fulfilment-policy
3553311,,"{""description"":""""}",https://seller.shopee.sg/edu/article/14259/maximum-number-shops
3552753,,"{""description"":""""}",https://seller.shopee.co.id/edu/article/6922?utm_medium=notification&utm_source=appar&__dsrn__=1
