Article ID,Comments,Label(s),Link to Article,Type
6830,"too many blinking too fast can't catch.Also when  creating PIN, it keep display error....","['Negative Complaint', 'Design Feedback']",https://seller.shopee.sg/edu/article/6830/Managing-transactions-with-Seller-Balance,article
10047,can find the buttons shown on site. website updated but not help page.,"['Negative Complaint', 'Design Feedback']",https://seller.shopee.sg/edu/article/10047,article
12551,"The shipping on the item indicate is free shipping but at payment, shipping fee still applied automatically. Very confusing. Trust fail.","['Negative Complaint', 'Design Feedback']",https://seller.shopee.sg/edu/article/12551,article
14912,"Oversea sellers using the same new policy ? Many times that the customer service cannot reach customers, pls understand the ground work 1st !!! ","['Negative Complaint', 'Design Feedback']",https://seller.shopee.sg/edu/article/14912,article
9625,There is no MPQ to be found in any of the template. Is this even updated?,"['Negative Complaint', 'Design Feedback']",https://seller.shopee.sg/edu/article/9625/minimum-purchase-quantity,article
10047,The print invoice button is not available. This article since outdated.,"['Negative Complaint', 'Design Feedback']",https://seller.shopee.sg/edu/article/10047,article
6867,try to do discount. yet totally different. cancel all discount. ,['Negative Complaint'],https://seller.shopee.sg/edu/article/6867,article
2554,useless junk,['Negative Complaint'],https://seller.shopee.sg/edu/article/2554,article
924,"You did not solve my query, this is just a small envelope but I need to pay a postage fee of $0.52, this was not mentioned when I purchased the vouche",['Negative Complaint'],https://seller.shopee.sg/edu/article/924/dispute-shipping-fee-overcharged?csFillToken=841b44f6-4464-4f8d-b1d5-d85697cfca92,article
15373,"article says ""Earnings from your sales will be credited to your Seller Balance within 2 to 7 working days  "" but now agent says upto 25 days",['Negative Complaint'],https://seller.shopee.sg/edu/article/15373/withdrawing-your-income-faq,article
10047,dont have that button,['Negative Complaint'],https://seller.shopee.sg/edu/article/10047,article
15342,"for a costumed product , a small price is only a payment unit, buyers may pay a few unit . so the shoppe is just going lazada management mode. ",['Negative Complaint'],https://seller.shopee.sg/edu/article/15342/cannot-list-products,article
20335,The information did not inform on where we are still getting 57% chat response rate despite have reply promptly to customer.,['Negative Complaint'],https://seller.shopee.sg/edu/article/20335/improve-chat-response-rate,article
17220,"And CS keep giving me same excuse for the deletion. I appeal and appeal, give reply me with stanrdard message. I am a  member and buy SGD from NP.",['Negative Complaint'],https://seller.shopee.sg/edu/article/17220,article
19689,We do not want ndd. We filled a form to opt out. Do not toggle on for us again! We do not want ndd. ,['Negative Complaint'],https://seller.shopee.sg/edu/article/19689,article
17220,Shopee policy needs to be improved. Naturally Plus repeatedly told me they dont provide LOA. and your platform showed biased treatment to other seller,['Negative Complaint'],https://seller.shopee.sg/edu/article/17220,article
22213,"Bullshit policy to please and side with customer, treat your sellers like your business partners, not your working slaves.",['Negative Complaint'],https://seller.shopee.sg/edu/article/22213,article
9625,The information is not updated. My account can no longer set minimum purchase quantity.,['Negative Complaint'],https://seller.shopee.sg/edu/article/9625/minimum-purchase-quantity,article
21808,To adjustment  the commission fee the seller lost  profit margin and these is no benefit for the seller.,['Negative Complaint'],https://seller.shopee.sg/edu/article/21808,article
21808,"Commission Fee had increased so much that causes seller to earn less, who will bear for our packaging tools for it where things keep increasing!",['Negative Complaint'],https://seller.shopee.sg/edu/article/21808,article
19403,"Utterly rubbish guidelines, if other 3PL can do a better job, you seriously need to reconsider how your delivery team handles items. Ridiculous.",['Negative Complaint'],https://seller.shopee.sg/edu/article/19403/order-packaging,article
8495,No link to request compensation. Make more fault for seller to claim from logistics.,['Negative Complaint'],https://seller.shopee.sg/edu/article/8495/damaged-goods-policy,article
44,The estimate released date is way past over and I haven't received my payment.Please arrange ASAP ,['Negative Complaint'],https://seller.shopee.sg/edu/article/44/Shopees-income-withdrawal-process,article
19689,Shopee's very own dear courier SPX did NOT pick up item in time. What is Shopee expecting merchant to do?,['Negative Complaint'],https://seller.shopee.sg/edu/article/19689,article
17220,troublesome when there is no NOA when shopee mis-plot listing ,['Negative Complaint'],https://seller.shopee.sg/edu/article/17220,article
6823,This DTS 1 and DTS 2 policy is the worst policy ever. it is super stressful and confusing for both customers and sellers.,['Negative Complaint'],https://seller.shopee.sg/edu/article/6823,article
2503,my problem is not in your list. I unable to choose the date for pick up cos it prompt only 13-07-24 which we are closed on weekend,['Negative Complaint'],https://seller.shopee.sg/edu/article/2503/labelling-the-air-waybill,article
16165,Reasons for brand rejection was not specified. I applied three times but the reason was not specified as I keep tweaking my applications.,['Negative Complaint'],https://seller.shopee.sg/edu/article/16165/track-brand-registration-status-outcome,article
16664,how to dispute? can't find link or form,['Negative Complaint'],https://seller.shopee.sg/edu/article/16664/dispute-process-overview,article
14431,"This is not helpful if we wan to see all the our reviews we have done. Also, i did a reviews over 4 weeks. Yet it doesn't appear in the shop listing",['Negative Complaint'],https://seller.shopee.sg/edu/article/14431/rate-buyers,article
15999,I cannot install the application. I want to check my order. What should I do?,['Negative Complaint'],https://seller.shopee.sg/edu/article/15999/contact-shopee-customer-service,article
168,I want to appeal but cannot,['Negative Complaint'],https://seller.shopee.sg/edu/article/168/calculate-non-fulfilment-rate-NFR,article
2282,not informative enough,['Negative Complaint'],https://seller.shopee.sg/edu/article/2282/mass-upload-template,article
15157,The webform is no longer available. ,['Negative Complaint'],https://seller.shopee.sg/edu/article/15157/When-to-dispute-return-refund,article
20156,"Don't force people to work just to satisfy your buyers, we're your partners, not your employees for God's sake",['Negative Complaint'],https://seller.shopee.sg/edu/article/20156/Saturday-as-a-regular-operating-day,article
7315,cant find it at all,['Negative Complaint'],https://seller.shopee.sg/edu/article/7315/about-shop-categories,article
10831,bad,['Negative Complaint'],https://seller.shopee.sg/edu/article/10831,article
8167,Article is too damn long.,['Negative Complaint'],https://seller.shopee.sg/edu/article/8167,article
20262,Extremely idiotic policy to kill your sellers.,['Negative Complaint'],https://seller.shopee.sg/edu/article/20262?fbclid=IwAR0HhDa5a_d9suGRavQEHCPHqL4t4S2tgXt2DiNV-0IuVCUYKOPaUUjC8xk,article
9625,Can't find this MOQ feature in seller center,['Negative Complaint'],https://seller.shopee.sg/edu/article/9625/minimum-purchase-quantity,article
16064,HOW DO i know from where should I COLLECT the goods orderedand whether it has arrived?,['Negative Complaint'],https://seller.shopee.sg/edu/article/16064/SPX-self-collection-channel,article
6838,Arrange same day drop off is difficult for seller might packing the order wrongly in order to ship out fast. Nearby dont have drop off point.,['Negative Complaint'],https://seller.shopee.sg/edu/article/6838/about-mass-processing-orders,article
19689,"The drivers always don't collect the parcels as arranged, even though we wait till 8pm+ on some days. No updates, no calls.",['Negative Complaint'],https://seller.shopee.sg/edu/article/19689,article
20218,our problems is never not handling over . it is delivery partner ability to come and pick. many shopee partners do not work 24hours and offday,['Negative Complaint'],https://seller.shopee.sg/edu/article/20218/Fast-Handover-Rate,article
17318,Too complicating,['Negative Complaint'],https://seller.shopee.sg/edu/article/17318/product-images-3-4-ratio,article
14170,It’s just too complicating,['Negative Complaint'],https://seller.shopee.sg/edu/article/14170/edit-and-delist-listings-,article
19689,SPX didn’t pick up NDD and now showing NDD fail on seller’s page? shame on you,['Negative Complaint'],https://seller.shopee.sg/edu/article/19689,article
15373,I cant add my bank account. I have tried so many times and still can't withdraw my money. Please help me withdraw my money and add my bank account.,['Negative Complaint'],https://seller.shopee.sg/edu/article/15373/withdrawing-your-income-faq,article
20016,Shopee fail to pick up and cause delayed and put the fault to seller.,['Negative Complaint'],https://seller.shopee.sg/edu/article/20016,article
181,"Shopee practised unfair act to different sellers, I have been reported twice same issue. Other sellers like ""searchme"" was never penalised on this",['Negative Complaint'],https://seller.shopee.sg/edu/article/181/listing-violations-types,article
6823,Why hasn't the account manager contacted me? I need an account manager who understands Chinese.,['Negative Complaint'],https://seller.shopee.sg/edu/article/6823,article
19522,I do my listing correctly But shopee deboosted my listingI'm not sure what's wrong,['Negative Complaint'],https://seller.shopee.sg/edu/article/19522,article
19014,"NDD SPX ALWAYS COME AT 11AM!! HOW DO YOU WANT ME TO PACK THE ORDERS BEFORE 3PM ,BUT COURIER COME SO EARLY! COMPLAINED MANY TIMES BUT NO IMPROVEMENT",['Negative Complaint'],https://seller.shopee.sg/edu/article/19014/next-day-delivery,article
19689,The pick up never happens. ,['Negative Complaint'],https://seller.shopee.sg/edu/article/19689?utm_medium=notification&utm_source=appar,article
15999,"there is no direct link to a shopee agent, this is the most important basic feature that's missing for some horrible reason",['Negative Complaint'],https://seller.shopee.sg/edu/article/15999/contact-shopee-customer-service,article
19819,Shopee is taking too much commission and platform fee from sellers.,['Negative Complaint'],https://seller.shopee.sg/edu/article/19819/2024-Key-Fee-Changes,article
